NOME,TIPO,APLICACAO,categoria,codigo_fabricante,descricao,link,imagem,Destaque
Insta NX® Mag24 Plus,Equipamentos,"Extração, PCR, qPCR, ddPCR",Himedia,MBLA020-1NO,"Nome do produto: Insta NX® Mag24 Plus

Código fabricante: MBLA020-1NO

Extrator automatizado de ácido nucleico para purificação de DNA/RNA por tecnologia magnética, com capacidade de até 24 amostras por ciclo. Inclui hastes magnéticas integradas que realizam binding, lavagem e eluição com mínima intervenção manual, e é especialmente adequado para aplicações como extração de cfDNA, preparação de biblioteca de nucleicos, triagem de DNA em sangue e detecção de nucleico sensível. Compatível com diferentes formatos de tubo e volumes de amostra dentro da faixa pré-definida.",https://www.himedialabs.com/us/insta-nxr-mag24.html,\Imagens\produtos\Rabbit.jpg,F
Insta NX® Mag96 Plus,Equipamentos,"Extração, PCR, qPCR, ddPCR",Himedia,MBLA030-1NO,"Nome do produto: Insta NX® Mag96 Plus

Código fabricante: MBLA030-1NO

Extrator automatizado de ácido nucleico com tecnologia de separação magnética, capaz de processar 1–96 amostras simultaneamente em placa de 96 poços, ideal para workflows de alta capacidade. Permite extração de DNA e RNA com volumes de amostra típicos de 25–400 µl e eluição de aproximadamente 30 µl, com interface touchscreen e opções de protocolos programáveis. A forma de operação é projetada para alta produtividade com mínima intervenção, adequado para laboratórios que realizam extração sistemática para análises moleculares em larga escala.",,\Imagens\produtos\invitek.jpg,F
Insta Q96® AG,Equipamentos,"Amplificação, qPCR",Himedia,MBLA027-1NO,"Nome do produto: Insta Q96® AG

Código fabricante: MBLA027-1NO

Sistema Real-Time PCR de 96 poços com interface touchscreen e tecnologia de aquecimento Peltier, projetado para amplificação e detecção em tempo real de ácidos nucleicos. Suporta bloco de 96 poços (tubos 0,2 mL, tiras e placa) com 5 canais de detecção fluorescente, permitindo análises como quantificação absoluta e relativa, estudo de genes, HRM e análises SNP. Volumes de reação compatíveis variam de 5–100 µL com detecção de múltiplos corantes fluorescentes (incluindo FAM, SYBR Green I, VIC, HEX, TET, JOE, ROX, Texas-Red, Cy5 e Quasar-705). Controle de temperatura com precisão e uniformidade elevada garante resultados reprodutíveis em aplicações clínicas e de pesquisa.",https://www.himedialabs.com/us/insta-q96r-ag.html,\Imagens\produtos\1001136100.jpg,F
Insta Q96® AG 6.0,Equipamentos,"Amplificação, qPCR",Himedia,MBLA028-1NO,"Nome do produto: Insta Q96® AG 6.0

Código fabricante: MBLA028-1NO

Sistema Real-Time PCR de 96 poços avançado com interface touchscreen e 6 canais de detecção fluorescente (incluindo FAM, SYBR Green I, VIC, HEX, TET, JOE, NED, ROX, Texas-Red, Cy5 e Quasar-705), ideal para workflows de quantificação e análises multiplex. Projetado com tecnologia de refrigeração Peltier, detecção óptica de alto desempenho com LED e sensor CMOS, e software para aquisição de dados robusta. Suporta a mesma gama de formatos de amostra (tubos 0,2 mL, tiras e placa) e volumes de reação (5–100 µL), com faixa dinâmica de detecção ampla (≈1 a 10¹⁰ cópias). Inclui funcionalidades para HRM, SNP, estudo de genes e análise quantitativa, com precisão térmica e uniformidade que favorecem resultados confiáveis em laboratórios de diagnóstico e pesquisa.",https://www.himedialabs.com/us/insta-q96r-ag-6-0.html,\Imagens\produtos\G1245-500G.jpg,F
HiPurA® Pre-filled Clinical Multi-purpose Nucleic Acid Purification Kit (Mag16 Plus),Reagentes laboratoriais,"Extração, PCR, qPCR, ddPCR",Himedia,MB583MPF16200-96PR,"Nome do produto: HiPurA® Pre-filled Clinical Multi-purpose Nucleic Acid Purification Kit (Mag16 Plus)

Código fabricante: MB583MPF16200-96PR

Kit de purificação de ácidos nucleicos pré-preenchido, baseado em tecnologia de beads magnéticas para uso no Insta NX® Mag16 Plus, projetado para o isolamento de DNA e RNA a partir de uma ampla variedade de amostras clínicas. O produto é fornecido no formato de 06 placas pré-preenchidas, cada uma com 16 preparações, permitindo o processamento automatizado de até 96 amostras, com etapas integradas de lise, ligação dos ácidos nucleicos às beads magnéticas, remoção de contaminantes e eluição de ácidos nucleicos adequados para aplicações downstream como PCR e outras análises moleculares.",https://www.himedialabs.com/us/molecular-biology/nucleic-acid-purification-kits/magnetic-manual-automated-extraction-kits/magnetic-automated-extraction-kits-pre-filled-and-non-prefilled/hipura-pre-filled-clinical-multi-purpose-magnetic-nucleic-acid-purification-kit-plates-mb583mpf16200,\Imagens\produtos\M1363-500G.jpg,F
HiPurA® Pre-filled Plates for Viral Nucleic Acid Purification (Mag16 Plus),Reagentes laboratoriais,"Extração, PCR, qPCR, ddPCR",Himedia,MB582MPF16-96PR,"Nome do produto: HiPurA® Pre-filled Plates for Viral Nucleic Acid Purification (Mag16 Plus)

Código fabricante: MB582MPF16-96PR

Placas pré-preenchidas para purificação de ácidos nucleicos virais por tecnologia de beads magnéticas, desenvolvidas para uso com o sistema Insta NX® Mag16 Plus. O conjunto é composto por 06 placas pré-preenchidas, cada uma contendo 16 preparações, totalizando 96 extrações, com reagentes otimizados para isolamento de DNA/RNA viral a partir de diferentes matrizes clínicas, fornecendo ácidos nucleicos prontos para aplicações moleculares downstream.",https://www.himedialabs.com/us/hipura-pre-filled-plates-for-viral-nucleic-acid-purification-mb582mpf16.html,\Imagens\produtos\invitek.jpg,F
HiPurA® Multi-sample Pre-filled Plates for DNA Extraction  (Mag16 Plus),Reagentes laboratoriais,"Extração, PCR, qPCR, ddPCR",Himedia,MB554MPF16200-96PR,"Nome do produto: HiPurA® Multi-sample Pre-filled Plates for DNA Extraction (Mag16 Plus)

Código fabricante: MB554MPF16200-96PR

Placas pré-preenchidas para extração automatizada de DNA utilizando tecnologia de beads magnéticas,  a partir de uma ampla variedade de amostras clínicas, no sistema Insta NX® Mag16 Plus, fornecidas como um conjunto de 06 placas, cada uma com 16 preparações, permitindo o processamento de até 96 amostras. O formato pré-carregado integra reagentes e consumíveis necessários para ligação às beads magnéticas, lavagens e eluição, resultando em DNA de qualidade compatível com aplicações como PCR e outras técnicas de biologia molecular.",https://www.himedialabs.com/us/hipura-multi-sample-pre-filled-plates-for-dna-extraction-mb554mpf16200.html,\Imagens\produtos\AL006A-500ML.jpg,F
HiPurA® Pre-filled Plates for Stool Nucleic Acid Purification (Mag16 Plus),Reagentes laboratoriais,"Extração, PCR, qPCR, ddPCR",Himedia,MB544MPF16-96PR,"Nome do produto: HiPurA® Pre-filled Plates for Stool Nucleic Acid Purification (Mag16 Plus)

Código fabricante: MB544MPF16-96PR

Placas pré-preenchidas para purificação de ácidos nucleicos a partir de amostras fecais, baseadas em tecnologia de beads magnéticas e compatíveis com o Insta NX® Mag16 Plus. O produto é fornecido como 06 placas pré-preenchidas, cada uma contendo 16 preparações, possibilitando a extração automatizada de até 96 amostras, com workflow simplificado para obtenção de DNA/RNA adequado para análises moleculares downstream.",https://www.himedialabs.com/us/hipura-pre-filled-plates-for-stool-nucleic-acid-purification.html,\Imagens\produtos\AL028A.jpg,F
HiPurA® Pre-filled Plates for Soil DNA Purification (Mag16 Plus),Reagentes laboratoriais,"Extração, PCR, qPCR, ddPCR",Himedia,MB542MPF16-96PR,"Nome do produto: HiPurA® Pre-filled Plates for Soil DNA Purification (Mag16 Plus)

Código fabricante: MB542MPF16-96PR

Placas pré-preenchidas para purificação de DNA a partir de amostras de solo, utilizando tecnologia de beads magnéticas no sistema Insta NX® Mag16 Plus. O conjunto é composto por 06 placas, cada uma com 16 preparações, totalizando 96 extrações, permitindo a obtenção de DNA de solo compatível com aplicações como PCR e outras análises moleculares, com desempenho dependente das características da matriz da amostra.",https://www.himedialabs.com/us/hipurar-pre-filled-plates-for-soil-dna-purification.html,\Imagens\produtos\TCL280-500ML.JPG,F
HiPurA® SuperPlant Pre-filled Plates for DNA Purification (Mag16 Plus),Reagentes laboratoriais,"Extração, PCR, qPCR, ddPCR",Himedia,MB571MPF16-96PR,"Nome do produto: HiPurA® SuperPlant Pre-filled Plates for DNA Purification (Mag16 Plus)

Código fabricante: MB571MPF16-96PR

Placas pré-preenchidas para purificação de DNA de tecidos vegetais, formuladas para uso com o Insta NX® Mag16 Plus e baseadas em tecnologia de beads magnéticas, fornecendo um método rápido e confiável para isolar DNA a partir de amostras vegetais. O kit foi desenvolvido para a extração eficiente de DNA de plantas ricas em polifenóis, permitindo a remoção de compostos inibidores comumente presentes nessas matrizes e resultando em DNA de qualidade adequada para aplicações downstream como PCR. O procedimento envolve adsorção do DNA às beads magnéticas, remoção de contaminantes residuais e eluição do DNA purificado. O produto é apresentado como um conjunto de 6 placas pré-preenchidas, cada uma com 16 preparações, possibilitando o processamento automatizado de até 96 amostras.",https://www.himedialabs.com/us/hipuraar-superplant-pre-filled-plates-for-plant-dna-extraction.html,\Imagens\produtos\MH033-500G.jpg,F
HiPurA® Pre- filled Cartridges for Paraffin-Embedded Tissue Nucleic Acid Purification (Mag16 Plus),Reagentes laboratoriais,"Extração, PCR, qPCR, ddPCR",Himedia,MB530MPF16-96PR,"Nome do produto: HiPurA® Pre-filled Cartridges for Paraffin-Embedded Tissue Nucleic Acid Purification (Mag16 Plus)

Código fabricante: MB530MPF16-96PR

Cartuchos pré-preenchidos para purificação de ácidos nucleicos a partir de tecidos embebidos em parafina (FFPE), baseados em tecnologia de beads magnéticas para uso com o Insta NX® Mag16 Plus. O produto é fornecido em 06 placas pré-preenchidas, cada uma contendo 16 preparações, permitindo o processamento automatizado de até 96 amostras FFPE, com reagentes integrados para obtenção de DNA/RNA compatível com análises moleculares downstream.",https://www.himedialabs.com/us/hipurar-pre-filled-cartridges-for-paraffin-embedded-tissue-nucleic-acid-purification.html,\Imagens\produtos\TCL280-500ML.JPG,F
HiPurA® Pre-filled Plates for Tissue RNA purification (Mag16 Plus),Reagentes laboratoriais,"Extração, PCR, qPCR, ddPCR",Himedia,MB618MPF16200-96PR,"Nome do produto: HiPurA® Pre-filled Plates for Tissue RNA Purification (Mag16 Plus)

Código fabricante: MB618MPF16200-96PR

Placas pré-preenchidas para purificação automatizada de RNA a partir de tecidos, baseadas em tecnologia de beads magnéticas e compatíveis com o Insta NX® Mag16 Plus. O conjunto inclui 06 placas pré-preenchidas, cada uma com 16 preparações, permitindo a extração de até 96 amostras, com workflow padronizado para obtenção de RNA adequado para aplicações downstream como RT-PCR e qPCR.",https://www.himedialabs.com/us/hipura-pre-filled-plates-for-tissue-rna-purification-mb618mpf16200.html,\Imagens\produtos\invitek.jpg,F
HiPurA® DNA/ RNA Purification Kit,Reagentes laboratoriais,"Extração, PCR, qPCR, ddPCR",Himedia,MB583-50PR,"Nome do produto: HiPurA® DNA/ RNA Purification Kit

Código fabricante: MB583-50PR
Kit para purificação de DNA/RNA total de uma ampla variedade de amostras, utilizando miniprep spin column, com procedimento em três etapas: adsorção do DNA/RNA à membrana, remoção de contaminantes residuais e eluição do ácido nucleico purificado, indicado para aplicações downstream como PCR e Southern blotting.",https://www.himedialabs.com/us/hipura-pre-filled-cartridges-for-food-pathogen-purification-mb571mpf16.html,\Imagens\produtos\TCL280-500ML.JPG,F
HiPurA® Viral DNA/ RNA Purification Kit,Reagentes laboratoriais,"Extração, PCR, qPCR, ddPCR",Himedia,MB582-50PR,"Nome do produto: HiPurA® Viral DNA/ RNA Purification Kit

Código fabricante: MB582-50PR
Kit para isolamento de DNA/RNA viral de plasma, soro e outros fluidos corporais (frescos, >24 h ou congelados) por spin-column, com lise em solução contendo íons caotrópicos na presença de Proteinase K a 56 °C; utiliza HiElute Miniprep spin-column (Capped) com membrana desenvolvida para ligação otimizada de DNA/RNA viral.",https://www.himedialabs.com/us/hipurar-pre-filled-cartridges-for-paraffin-embedded-tissue-nucleic-acid-purification.html,\Imagens\produtos\rabbits2.jpg,F
HiPurA® Multi-Sample DNA Purification Kit,Reagentes laboratoriais,"Extração, PCR, qPCR, ddPCR",Himedia,MB554-50PR,"Nome do produto: HiPurA® Multi-Sample DNA Purification Kit

Código fabricante: MB554-50PR
Kit para purificação de DNA total por miniprep spin column, baseado no princípio de ligação à sílica em formato microspin, simplificando o isolamento de DNA de sangue (fresco, >24 h ou congelado), bactérias (Gram+ e Gram−), tecidos e células, com etapas de ligação, lavagem e eluição que permitem processar múltiplas amostras com workflow padronizado.",https://www.himedialabs.com/us/hipura-pre-filled-plates-for-tissue-rna-purification-mb618mpf16200.html,\Imagens\produtos\MB554-20PR.JPG,F
HiPurA® Forensic Multi Sample DNA Purification Kit,Reagentes laboratoriais,"Extração, PCR, qPCR, ddPCR",Himedia,MB580-50PR,"Nome do produto: HiPurA® Forensic Multi Sample DNA Purification Kit

Código fabricante: MB580-50PR
Kit para extração de DNA de amostras forenses por spin-column, incluindo bitucas de cigarro, envelopes, cabelos, unhas, selos, manchas de sangue/saliva/sêmen, ossos e dentes; após lise, o DNA liga à membrana de sílica do HiElute Miniprep Spin Column (Capped) e duas lavagens removem sais/proteínas residuais antes da eluição em tampão fornecido.",https://www.himedialabs.com/us/mb583-hipura-dna-rna-purification-kit.html,\Imagens\produtos\MB580-20PR.JPG,T
HiPurA® Stool DNA Purification Kit,Reagentes laboratoriais,"Extração, PCR, qPCR, ddPCR",Himedia,MB544-50PR,"Nome do produto: HiPurA® Stool DNA Purification Kit

Código fabricante: MB544-50PR
Kit para purificação de DNA de fezes usando miniprep spin columns, baseado no princípio de ligação à sílica em formato microspin, otimizado para isolamento rápido e confiável de DNA total de até 250 mg de amostras fecais frescas ou congeladas.",https://www.himedialabs.com/us/mb582-hipura-viral-dna-rna-purification-kit.html,\Imagens\produtos\MB530-20PR.JPG,F
HiPurA® Soil DNA Purification Kit,Reagentes laboratoriais,"Extração, PCR, qPCR, ddPCR",Himedia,MB542-50PR,"Nome do produto: HiPurA® Soil DNA Purification Kit

Código fabricante: MB542-50PR
Kit para purificação de DNA total de amostras ambientais com alto teor de ácidos húmicos (incluindo compost, sedimento, esterco e solos difíceis) por miniprep spin column, baseado em ligação à sílica em formato microspin; inclui Inhibitor Removal Solution (IRSH) para remoção efetiva de inibidores de PCR durante o processo de extração.",https://www.himedialabs.com/us/mb554-hipura-multi-sample-dna-purification-kit.html,\Imagens\produtos\MB619-20PR.JPG,F
HiPurA® SuperPlant DNA Purification Kit,Reagentes laboratoriais,"Extração, PCR, qPCR, ddPCR",Himedia,MB571-50PR,"Nome do produto: HiPurA® SuperPlant DNA Purification Kit

Código fabricante: MB571-50PR
Kit para isolamento de DNA de material vegetal fresco, por spin column, desenvolvido para plantas ricas em polifenóis; o protocolo é otimizado para até 200 mg (wet-weight) de amostra, com maceração em nitrogênio líquido e uso de SuperPlant Extraction Buffer contendo CTAB (cetiltrimetilamônio brometo) para ruptura celular e solubilização do conteúdo vegetal.",https://www.himedialabs.com/us/mb580-hipura-forensic-multi-sample-dna-purification-kit.html,\Imagens\produtos\MB618-20PR.JPG,F
HiPurA® Paraffin-Embedded Tissue DNA Purification Kit,Reagentes laboratoriais,"Extração, PCR, qPCR, ddPCR",Himedia,MB530-50PR,"Nome do produto: HiPurA® Paraffin-Embedded Tissue DNA Purification Kit

Código fabricante: MB530-50PR
Kit para purificação de DNA total por miniprep spin column a partir de tecidos fixados em formalina e embebidos em parafina (FFPE), incluindo exemplos como fígado, cérebro, pulmão, coração, rim e baço; baseado no princípio de ligação à sílica em microspin, com etapas de ligação, lavagem e eluição para obtenção de DNA adequado para análises downstream.",https://www.himedialabs.com/us/mb544-hipura-stool-dna-purification-kit.html,\Imagens\produtos\MB571-20PR.JPG,F
HiPurA® Multi-Sample RNA Purification Kit,Reagentes laboratoriais,"Extração, PCR, qPCR, ddPCR",Himedia,MB619-50PR,"Nome do produto: HiPurA® Multi-Sample RNA Purification Kit

Código fabricante: MB619-50PR
Kit para purificação de RNA total usando miniprep spin columns, aplicável a ampla gama de matrizes (ex.: sangue humano/animal, plasma, soro, culturas bacterianas/ leveduras/ fungos, plantas, vírus, células, tecidos, fezes e fluidos corporais) e também para cleanup de RNA após reações enzimáticas (ex.: digestão com DNase/Proteinase, ligação e marcação de RNA).",https://www.himedialabs.com/us/mb542-hipura-soil-dna-purification-kit.html,\Imagens\produtos\MB544-20PR.JPG,F
HiPurA® Tissue RNA Purification Kit,Reagentes laboratoriais,"Extração, PCR, qPCR, ddPCR",Himedia,MB618-50PR,"Nome do produto: HiPurA® Tissue RNA Purification Kit

Código fabricante: MB618-50PR
Kit para purificação de RNA total de células e tecidos (origem humana/animal), utilizando miniprep spin columns em três etapas (adsorção do RNA à membrana, remoção de contaminantes e eluição), indicado para aplicações como Northern analysis, seleção de Poly A+ RNA, primer extension, ensaios de proteção RNase/S1, RT-PCR, differential display, expression array/chip e construção de biblioteca de cDNA.",https://www.himedialabs.com/us/mb571-hipura-superplant-dna-purification-kit-for-purification-of-dna-from-plants-rich-in-polyphenols.html,\Imagens\produtos\MB542-20PR.JPG,F
"Luria Bertani Broth, Miller",Reagentes laboratoriais,Cultura celular,Himedia,G1245-500G,"Luria Bertani Broth, Miller
Código do produto: G1245-500G
Meio nutritivo clássico para cultivo e manutenção de Escherichia coli (incluindo linhagens recombinantes) em rotinas de biologia molecular. Formulação “Miller”, com NaCl 10 g/L, adequada para transformação, clonagem e expressão proteica; pH final 7,5 ± 0,2 (25 °C).",https://www.himedialabs.com/us/mb530-hipura-paraffin-embedded-tissue-dna-purification-kit.html,\Imagens\produtos\Rabbit.jpg,F
YPD Broth (YEPD Broth),Reagentes laboratoriais,Cultura celular,Himedia,M1363-500G,"YPD Broth (YEPD Broth)
Código do produto: M1363-500G
Meio rico para cultivo de leveduras (ex.: Saccharomyces cerevisiae) em aplicações de biologia molecular. Composição típica peptona + extrato de levedura + dextrose, suportando crescimento vigoroso; pH final 6,5 ± 0,2 (25 °C).",https://www.himedialabs.com/us/mb619-hipura-multi-sample-rna-purification-kit.html,\Imagens\produtos\Rabbit.jpg,F
Sabouraud Dextrose Broth,Reagentes laboratoriais,Cultura celular,Himedia,MH033-500G,"Sabouraud Dextrose Broth
Código do produto: MH033-500G
Meio para cultivo de leveduras, fungos filamentosos e microrganismos acidúricos, alinhado a aplicações de controle microbiológico de produtos não estéreis. Contém dextrose 20 g/L e mistura de digestos/peptonas; pH após esterilização 5,6 ± 0,2 (25 °C).",https://www.himedialabs.com/us/mb618-hipura-tissue-rna-purification-kit.html,\Imagens\produtos\invitek.jpg,F
MacConkey Broth,Reagentes laboratoriais,Cultura celular,Himedia,MH083-500G,"MacConkey Broth
Código do produto: MH083-500G
Meio seletivo/diferencial para enterobactérias, com sistema clássico baseado em sais biliares e cristal violeta (inibição de Gram-positivas) e lactose para avaliação de fermentação em enriquecimento/triagem.",https://www.himedialabs.com/us/luria-bertani-broth-miller.html,\Imagens\produtos\1001136100.jpg,T
Luria Broth,Reagentes laboratoriais,Cultura celular,Himedia,M575-500G,"Luria Broth
Código do produto: M575-500G
Meio nutritivo para cultivo e manutenção de E. coli recombinante em aplicações de biologia molecular. Composição definida (tryptone, extrato de levedura e NaCl) com pH final 7,0 ± 0,2 (25 °C).",https://www.himedialabs.com/us/m1363-ypd-broth-yepd-broth.html,\Imagens\produtos\G1245-500G.jpg,F
BHI Broth,Reagentes laboratoriais,Cultura celular,Himedia,M210-500G,"BHI Broth
Código do produto: M210-500G
Meio enriquecido para cultivo de microrganismos mais exigentes e uso como base em diferentes workflows microbiológicos. Indicado para crescimento robusto em aplicações de rotina e pesquisa, com formulação padronizada e parâmetros de performance controlados.",https://www.himedialabs.com/us/mh033-sabouraud-dextrose-broth.html,\Imagens\produtos\M1363-500G.jpg,F
Potato Dextrose Broth,Reagentes laboratoriais,Cultura celular,Himedia,GM403-500G,"Potato Dextrose Broth
Código do produto: GM403-500G
Meio baseado em infusão/extrato de batata e dextrose, indicado para crescimento de fungos e leveduras, favorecendo desenvolvimento e, em muitas aplicações, esporulação/produção de biomassa fúngica.",https://www.himedialabs.com/us/mh083-macconkey-broth.html,\Imagens\produtos\invitek.jpg,F
Malt extract powder,Reagentes laboratoriais,Cultura celular,Himedia,PCT0412-500G,"Malt extract powder
Código do produto: PCT0412-500G
Extrato de malte em pó para preparo de meios voltados ao cultivo de fungos e leveduras, amplamente usado como fonte rica de nutrientes/carboidratos em microbiologia e aplicações correlatas.",https://www.himedialabs.com/us/luria-broth-g575.html,\Imagens\produtos\AL006A-500ML.jpg,F
"Sabouraud Dextrose Agar, Granulated",Reagentes laboratoriais,Cultura celular,Himedia,GM063-500G,"Sabouraud Dextrose Agar, Granulated
Código do produto: GM063-500G
Meio sólido granulado para isolamento/cultivo de fungos e leveduras, com perfil ácido típico do Sabouraud para favorecer fungos e limitar parte da microbiota bacteriana; pH final ~5,6 (25 °C).",https://www.himedialabs.com/us/m210-bhi-broth-brain-heart-infusion-broth.html,\Imagens\produtos\AL028A.jpg,F
Potato Dextrose Agar,Reagentes laboratoriais,Cultura celular,Himedia,GM096-500G,"Potato Dextrose Agar
Código do produto: GM096-500G
Meio sólido para cultivo e isolamento de fungos e leveduras, baseado em componentes de batata e dextrose, amplamente utilizado em microbiologia de alimentos/ambiente e rotinas de pesquisa.",https://www.himedialabs.com/us/gm403-potato-dextrose-broth-granulated.html,\Imagens\produtos\TCL280-500ML.JPG,F
MacConkey Agar,Reagentes laboratoriais,Cultura celular,Himedia,MH081-500G,"MacConkey Agar
Código do produto: MH081-500G
Meio seletivo e diferencial para bacilos Gram-negativos entéricos: sais biliares + cristal violeta para seletividade e sistema de lactose/indicador para diferenciar fermentadores de lactose em placas.",https://www.himedialabs.com/us/pct0412-malt-extract-powder.html,\Imagens\produtos\MH033-500G.jpg,F
LB Growth Top Agar,Reagentes laboratoriais,Cultura celular,Himedia,G009-500G,"LB Growth Top Agar
Código do produto: G009-500G
Top agar (agar reduzido) para overlay, muito usado em aplicações de biologia molecular com E. coli (ex.: ensaios com bacteriófagos e placas de “lawn”). Composição padronizada com agar 7 g/L e NaCl 10 g/L.",https://www.himedialabs.com/us/gm063-sabouraud-dextrose-agar-granulated.html,\Imagens\produtos\TCL280-500ML.JPG,F
"Luria Bertani Agar, Miller (Miller Luria Bertani Agar)",Reagentes laboratoriais,Cultura celular,Himedia,G1151-500G,"Luria Bertani Agar, Miller (Miller Luria Bertani Agar)
Código do produto: G1151-500G
Meio sólido “Miller” para cultivo/manutenção de E. coli recombinante em estudos genéticos e de biologia molecular. Formulação com NaCl 10 g/L, agar 15 g/L e pH final 7,5 ± 0,2 (25 °C).",https://www.himedialabs.com/us/gm096-potato-dextrose-agar-granulated.html,\Imagens\produtos\invitek.jpg,F
YPD (YEPD) Growth Agar,Reagentes laboratoriais,Cultura celular,Himedia,G038-500G,"YPD (YEPD) Growth Agar
Código do produto: G038-500G
Meio sólido rico para cultivo de leveduras (ex.: S. cerevisiae), baseado em extrato de levedura + peptona + dextrose, adequado para manutenção e crescimento rápido em placas.",https://www.himedialabs.com/us/mh081-macconkey-agar.html,\Imagens\produtos\TCL280-500ML.JPG,F
Dulbecco’s Modified Eagle Medium (DMEM),Reagentes laboratoriais,Cultura celular,Himedia,AL006A-500ML,"Dulbecco’s Modified Eagle Medium (DMEM), Low glucose
Código do produto: AL006A-500ML
Meio de cultura celular pronto para uso (baixa glicose), contendo L-glutamina, 1 g/L de glicose, bicarbonato de sódio e piruvato de sódio; indicado para suplementação conforme a linhagem e o objetivo experimental.",https://www.himedialabs.com/us/g009-lb-growth-top-agar.html,\Imagens\produtos\rabbits2.jpg,F
RPMI-1640 w/L-Glutamine and Sodium bicarbonate,Reagentes laboratoriais,Cultura celular,Himedia,AL028A-500ML,"RPMI-1640 w/L-Glutamine and Sodium bicarbonate
Código do produto: AL028A-500ML
Meio RPMI-1640 com L-glutamina e bicarbonato de sódio, desenvolvido para ampla gama de células (incluindo linhagens em suspensão); descrito como capaz de sustentar crescimento com 5–20% FBS e também na ausência de FBS, dependendo do sistema.",https://www.himedialabs.com/us/luria-bertani-agar-miller-miller-luria-bertani-agar.html,\Imagens\produtos\MB554-20PR.JPG,F
NuSera™ Serum Replacement Solution Sterile filtered,Reagentes laboratoriais,Cultura celular,Himedia,TCL280-500ML,"NuSera™ Serum Replacement Solution, Sterile filtered
Código do produto: TCL280-500ML
Solução substituta de soro para cultura celular (filtrada estéril), proposta como alternativa ao uso de soro fetal bovino em diferentes workflows, com foco em consistência lote-a-lote e otimização de crescimento celular conforme recomendações do fabricante (TD).",https://www.himedialabs.com/us/g038-ypd-yepd-growth-agar.html,\Imagens\produtos\MB580-20PR.JPG,F
Acrylamide/Bis-acrylamide solution 30% (29:1),Reagentes laboratoriais,Eletroforese,Himedia,ML037-500ML,"Acrylamide/Bis-acrylamide solution 30% (29:1)
Código do produto: ML037-500ML
Solução 30% pronta para uso (razão 29:1 acrilamida:bis), reduzindo risco de poeira/inalação/contato associado ao preparo a partir de pós e melhorando reprodutibilidade no preparo de géis de poliacrilamida.",https://www.himedialabs.com/us/al006a-dulbeccos-modified-eagle-medium-dmem-low-glucose-w-1gm-glucose-per-litre-l-glutamine-sodium-bicarbonate-and-sodium-pyruvate.html,\Imagens\produtos\MB530-20PR.JPG,T
Ponceau-S Stain,Reagentes laboratoriais,Eletroforese,Himedia,ML045-250ML,"Ponceau-S Stain
Código do produto: ML045-250ML
Corante reversível para verificação rápida de proteínas em membranas após transferência (ex.: nitrocelulose/PVDF), permitindo checagem de qualidade do blot e uniformidade de transferência antes de incubação com anticorpos.",https://www.himedialabs.com/us/al028a-rpmi-1640-w-l-glutamine-and-sodium-bicarbonate.html,\Imagens\produtos\MB619-20PR.JPG,T
Coomassie Brilliant Blue Stain,Reagentes laboratoriais,Eletroforese,Himedia,ML046-250ML,"Coomassie Brilliant Blue Stain
Código do produto: ML046-250ML
Solução para coloração de proteínas em géis (SDS-PAGE), adequada para visualização de bandas e documentação do perfil proteico após a corrida.",https://www.himedialabs.com/us/nuseratm-serum-replacement-solution-sterile-filtered.html,\Imagens\produtos\MB618-20PR.JPG,T
2X Laemmli Buffer,Reagentes laboratoriais,Eletroforese,Himedia,ML021-10X6ML,"2X Laemmli Buffer
Código do produto: ML021-10X6ML
Tampão de amostra 2X para SDS-PAGE no padrão Laemmli, para preparo/denaturação de proteínas antes da corrida (uso típico em mistura 1:1 com a amostra, com aquecimento conforme protocolo do laboratório).",https://www.himedialabs.com/us/ml037-acrylamide-bis-acrylamide-solution-30-291.html,\Imagens\produtos\MB571-20PR.JPG,F
Bovine serum albumin,Reagentes laboratoriais,Eletroforese,Himedia,MB083-25G,"Bovine serum albumin
Código do produto: MB083-25G
Albumina sérica bovina para rotinas laboratoriais (ex.: estabilização de enzimas, bloqueios, diluições e preparo de padrões), com especificação e documentação de QC conforme o fabricante (COA/TD).",https://www.himedialabs.com/us/ml045-ponceau-s-stain.html,\Imagens\produtos\MB544-20PR.JPG,F
5X Bradford Reagent,Reagentes laboratoriais,Eletroforese,Himedia,ML202-100ML,"5X Bradford Reagent
Código do produto: ML202-100ML
Reagente 5X para ensaio de Bradford (baseado em corante Coomassie), destinado à quantificação de proteínas por método colorimétrico, com diluição/uso conforme instruções do fabricante.",https://www.himedialabs.com/us/ml046-coomassie-brilliant-blue-stain.html,\Imagens\produtos\MB542-20PR.JPG,F
